country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Madagascar,30,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,572.56,609.63,570.77,660.89,674.1,735.77,749.45,768.91,820.01,793,838,880,927,961.68,1007.08,1011.09,1057.03,1664.33,1318.84,1371.73,1428.66,1676.9,,,
Malawi,31,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1673.56,1709.7,1787.54,1826.46,2018.28,2103.07,2155.89,2203.15,2450.57,2639.61,2700.77,2417.21,3016.84,3368.73,3658.83,3646.6,3823.14,3871.52,3921.93,3974.36,4028.8,1999.11,,,
Mali,32,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,693.03,730.53,776.33,808.2,1034.85,1127.25,1174.36,1148.74,1221.86,1340.02,1424.52,1453.96,1507.61,2610.75,2245.25,2413.98,3059,2882,3039.86,3216.08,3413,7779.03,,,
Mauritania,33,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,188.05,217.94,348.42,336.02,363.35,355.18,408,422.46,467.48,293.01,323.77,324.77,358.37,393.31,432.38,449.58,459.19,469.27,479.86,490.99,502.72,518.67,,,
Mauritius,34,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1597,1716,1752,1870,1945,2027,2109,2210,2304,2340,2456,2494,2562,2660,2710,2814.24,2826,3032.9,3259.39,3503.08,3772.11,2774.43,,,
Morocco,35,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,12838,13452,14085,15214,16289,17628,19260,20540,21597,22329,23629,25505,29124,26494,28806,30055,31066,32452.65,32586.77,34785.33,37212.81,34539.22,,,
Mozambique,36,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,2078,4848,4872,6984,8785,9079,9251,9247,9971,9571,9833,10142,10941,10536,11724,11357.55,11384,14443.89,15587.8,16869.84,18313.51,13410,,,
Namibia,37,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1878,1981,2082,2193,2772,2945,3163,3219,3345,3290,3354,3467,3635,3789,3747,3715.3,3909,4030.89,4159.64,4295.83,4440.1,4630.42,,,
Niger,38,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,327,330,364,385,401,458,466,505,549,582,662,809,834,834,928,972.01,974.62,1195.06,1166.29,1220.51,1282.2,1226.67,,,
Nigeria,39,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,8643,8961,12777,12772,15926,17175,15107,19471,18316,17911,20660,23447,25159,23487,24439,24985.25,25308,25905.15,26536.62,27204.96,27913.06,61126.68,,,
Rwanda,40,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,136.62,139.26,149.82,156.42,135.3,132,147.18,159.72,175.56,197.34,225.06,273.57,288.94,373.24,407.67,411.76,423.93,437.43,452.39,468.99,487.45,401.45,,,
Sao Tome and Principe,41,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,11.54,19.24,23.08,24.62,26.93,9.23,9.23,29.24,21.55,20.78,19.24,21.55,21.71,21.84,22.32,23.05,23.84,27.13,26.13,25.69,25.73,26.5,,,
Senegal,42,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,936,1172,1442,1271,1441,1699,1757,2088,1868,2312,2538,2622,2848,2929,3205,3405.29,3734,3957.31,4983.11,5270.92,5597.97,5825.52,,,
Seychelles,43,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,132.16,133.65,152.21,155.93,157.41,161.12,175.97,189.34,187.85,192.31,210.13,315.29,322.87,304.01,311.48,482.67,501.59,524.36,551.45,583.55,621.61,664.31,,,
Sierra Leone,44,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,46.7,68.74,77.66,70.83,58.77,40.93,20.46,29.91,71.36,68.21,101.79,103.89,85.53,78.71,113.83,129.64,133.02,136.67,142.32,146.57,151.12,196.89,,,
Somalia,45,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,117.5,122.5,129,131.5,131.5,136.5,141,146,150.5,152.5,155,161.68,171.05,180.98,191.5,196.91,209.25,222.79,237.71,254.22,272.59,369.73,,,
South Africa,46,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,174137,167077,179199,185794,188263,193194,199249,208875,201994,194421,202641,207241,200113,199308,198905,208913.69,192818,196565.06,198416.17,202299.2,207863.77,209878.75,,,
South Sudan,47,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,385,415,429,442.24,402,498.31,516.97,540.75,570.1,507.52,,,
Sudan,48,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,2154,1850,2225,2414,2496,3024,3458,3826,4281,5047,6026,6690,7611,7895,9710,9759.92,12514,12008.29,13701.28,14219.47,14621.05,14240.95,,,
Tanzania,49,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1940,2073,2326,2431,2711,2604,2669,3110,3598,3116,4092,3995,4441,4836,4976,5194.71,5526,5800.55,5806.84,6119.32,6468.16,7757.96,,,
Togo,50,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,466,499,501,544,583,610,623,606,637,781,837,921,1021,1072,1150,1244.04,1248,1802,1239.1,1276.55,1316.51,1474.88,,,
Tunisia,51,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,8979,9604,9966,10421,11051,11228,11832,12182,12758,12718,13551,13239,14386,14728,15190,15571.74,15569.26,16112.96,16226.7,16927.17,17672.61,17697.91,,,
Uganda,52,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,385.35,384.12,414.56,434.86,463.64,472.13,395.28,491.53,561.08,541.78,595.47,545.7,545.71,787.45,787.3,808.04,833.84,2814.46,3068.64,3194.37,3352.58,3603.69,,,
Zambia,53,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,6040,6428,6875,7272,7713,8002,8348,8067,7333,7280,7789,8571,10319,10846,10719,11271.34,10858,11325.78,13080.1,13663.59,14292.34,12653.3,,,
Zimbabwe,54,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,10494,10226,10319,10368,10117,10409,10291,9023,7478,7052,7368,8043,7831,8285,8238,7540.95,7446.6,7649.83,8503.02,8777.73,9063.09,8739.88,,,
Algeria,1,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,596.21,622.43,648.19,700.51,719.07,800.76,783.23,816.06,859.22,786.98,926.69,974.13,1085.48,1048.24,1169.7,1202.79,1287.69,1364.44,1384.32,1383.67,1385.64,1421.49,,,
Angola,2,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,70.37,77.31,83.71,89.49,80.78,101.27,135.77,125.01,162.32,178.45,200.52,201.29,213.26,272.59,303.78,300.95,199.35,308.31,370.12,366.15,363.36,360.06,,,
Benin,3,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,58.11,61.47,68.26,66.22,62.71,68.28,71.68,72.62,77.27,83.62,85.44,89,90.14,91.06,95.75,106.64,105.68,101.95,102.97,102.86,102.91,113.14,,,
Botswana,4,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1024.1,1098.05,1148.34,1243.67,1325.62,1271.65,1393.67,1357.6,1399.03,1473.83,1542.53,1519.98,1530.65,1555.08,1590.45,1608.21,1546.04,1437.39,1451.1,1488.23,1529.52,1626.36,,,
Burkina Faso,5,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,29.87,31.27,34.09,33.31,35.74,37.51,40.72,42.31,42.15,45.73,49.91,56.47,72.76,78.5,78.3,62.68,62.64,133.39,112.49,113.07,114.4,137.08,,,
Burundi,6,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,10.65,12.08,12.68,11.61,11.31,11.86,11.54,12.88,12.07,12.47,19.43,13.5,15.41,15.05,14.61,14.59,15.31,16.37,22.8,23.38,24.27,24.27,,,
Cameroon,7,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,177.95,167.94,157.73,169.98,195.77,189.77,236.71,229.24,246.42,239.91,243.51,232.45,235.69,240.77,246.63,265.85,274.11,278.31,267.07,272.07,277.81,282.96,,,
Cape Verde,8,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,172.35,193.96,211.3,228.96,250.19,268.06,289.67,312.2,328.04,335.72,372.11,387.81,1961.48,1951.12,1934.03,424.67,437.57,666.58,653.78,673.77,696.56,749.4,,,
Central African Republic,9,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,16.88,17.74,15.41,17.18,15.92,18.52,15.49,15.46,14.82,16.51,16.76,16.25,17.65,23.29,16.88,13.82,14.06,14.26,20.02,20.22,20.41,19.79,,,
Chad,10,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,6.84,6.23,5.99,5.83,5.81,6.16,6.19,5.7,5.4,5.23,5.22,10.24,11.47,12.71,13.07,12.68,12.72,12.79,12.9,13.03,13.2,15.4,,,
Comoros,11,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,16.43,22.44,24.25,29.79,36.55,38.6,32,36.11,25.76,24.48,23.9,37.58,38.36,39.38,38.13,38.65,39,40.91,41.16,41.49,41.91,42.42,,,
Congo Democratic Republic,12,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,96.29,95.28,89.41,89.96,87.79,89.18,101.55,104.95,101.04,106.62,97.07,100.7,106.82,101.69,107.14,96.8,88.92,88.81,90.67,90.58,90.57,104.54,,,
Congo Republic,13,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,78.74,80.22,90.1,86.22,84.87,92.52,101.5,105.63,104.97,113.08,113.98,134.29,170.93,168.79,163.82,161.57,157.05,295.53,302.67,312.13,310.37,205.65,,,
Cote d'Ivoire,14,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,165.22,173.77,169,167.43,157.8,156.36,167.12,173.16,181.86,186.99,201.8,183.58,192.22,184.87,257.77,260.29,279.16,275.74,278.01,274.24,270.73,333.12,,,
Djibouti,15,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,244.78,248.19,257.56,266.67,276.27,295.26,299.72,309.69,307.08,318.31,339.23,333.41,446.18,498.97,525.96,517.37,518.01,607.69,621.81,629.83,640.71,654.11,,,
Egypt,16,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,924.77,971.07,1021.08,1076.51,1128.76,1199.36,1259.52,1340.19,1379.97,1441.86,1488.08,1607.55,1597.22,1595.89,1558.83,1561.69,1695.86,1726.98,1617.88,1652.25,1689.76,1607.94,,,
Equatorial Guinea,17,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,47.17,58.24,63.16,75.5,76.16,77.44,78.39,78.21,74.69,71.34,297.44,284.5,305.58,332.95,573.66,568.51,595.75,433.47,916.76,934.81,994.33,838.15,,,
Eritrea,18,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,49.22,52.33,55.61,57.25,56.5,56.94,52.62,55.38,53.63,56.14,58.3,60.56,62.49,63.43,59.63,64.29,68.22,69.68,71.29,73.09,75.14,57.24,,,
Eswatini,19,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,121.26,110.82,123.39,113.92,99.3,90.2,109.78,119.53,107.31,117.68,140.57,104.39,132.26,130.03,96.75,157.62,160.81,164.49,814.45,841.39,881.75,945.14,,,
Ethiopia,20,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,21.33,21.16,24.09,25.28,27.48,30.42,32.56,34.23,37.58,38.08,43.75,48.53,57.07,64.15,67.06,72.97,85.95,86.74,91.56,90.74,90.05,98.16,,,
Gabon,21,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,800.08,835.01,857.53,865.87,845.91,840.27,863.07,870.94,887.13,864.66,882.2,896.82,917.57,951.43,1060.4,1085.52,1014.25,1048.39,1038.46,1078.76,1122.99,1062.63,,,
Gambia,22,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,42.66,47.21,51.06,54.94,43.42,62.14,51.46,67.09,65.58,44.54,56.89,55.12,670.29,649.67,642.72,74.66,73.21,74.01,74.94,76.03,77.29,82.43,,,
Ghana,23,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,336.19,337.97,312.13,225.12,218.85,244.13,301.04,251.98,271.69,268.16,290.63,317.49,215.68,314.5,363.76,340.76,298.37,419.44,420.46,422.15,424.48,846.15,,,
Guinea,24,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,16.59,20.45,21.18,18.27,19.52,17.9,16.78,18.35,18.42,17.92,17.65,17.34,154.18,151.09,147.65,20.11,20.69,21.28,21.9,22.56,23.28,99.74,,,
Guinea Bissau,25,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,8.04,7.89,7.34,6.43,8.52,21.73,21.94,22.82,21.95,22.08,21.53,31.78,22.77,22.18,40.27,41.38,41.06,40.81,40.64,40.52,40.47,105.25,,,
Kenya,26,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,105.24,114.85,117.3,122.7,127.24,129.33,137.51,140.42,139.7,140.84,148.92,150.78,152.06,163,167.04,166.76,168.55,170.09,171.95,174.17,176.78,179.84,,,
Lesotho,27,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,107.45,115.34,116.11,126.67,111.46,123.6,192.39,203.94,212.19,250.27,267.33,263.59,158.63,233.65,189.95,198.67,199.65,386.19,340.49,346.16,353.38,361.08,,,
Liberia,28,Electricity generated from fossil fuels,GWh,Electricity,Supply,Electricity generated from fossil fuels (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,6.87,6.86,6.7,6.23,6.3,6.29,6.31,6.1,2.09,3.31,4.83,6.16,6.15,6,15.48,15.62,15.78,16.01,15.87,15.75,15.65,77.01,,,
