,country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
315,South Africa,46,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,12.62,13.82,10.96,10.1,9.36,9.37,9.53,8.98,9.12,8.87,8.87,8.57,7.84,7.96,7.69,8.13,9.02,8.85,8.78,8.71,5.87,6.35,8.1
316,South Sudan,47,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,6.61,6.88,7.13,7.39,7.67,7.98,8.33,8.79,9.14,9.38,9.92,10.16,10.46,10.75,11.04,11.31,11.58,12.05,12.11,12.36,12.62,12.89,13.11
317,Sudan,48,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,20.98,19.73,20.16,20.63,21.07,21.48,21.87,22.24,26.36,23.89,22.01,21.7,21.34,20.97,20.79,20.1,19.59,19.05,18.56,18.03,17.55,17.03,16.81
318,Tanzania,49,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,31.2,31.71,32.24,33.03,33.89,33.97,34.58,35.26,38.29,39.66,39.28,40.82,41.57,42.33,39.96,39.76,37.34,38.91,38.47,37.95,37.73,37.06,36.1
319,Togo,50,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,4.13,4.11,4.13,4.15,4.16,4.18,4.21,4.2,4.2,4.2,4.5,4.03,4.18,4.16,3.93,4.1,4.05,4.05,4.0,3.89,3.85,3.8,3.76
320,Tunisia,51,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.5,0.26,0.22,0.16,0.1,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.03,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.0
321,Uganda,52,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,22.26,22.72,23.71,23.83,24.37,26.0,26.89,26.06,26.63,29.49,29.81,29.97,28.86,32.33,30.91,32.72,30.41,28.98,25.72,26.83,27.32,26.69,26.58
322,Zambia,53,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,8.77,8.64,9.19,9.31,9.35,9.24,9.4,10.37,9.72,9.88,10.8,10.23,10.41,10.59,11.26,11.09,10.72,10.21,10.53,10.34,10.35,10.25,10.34
323,Zimbabwe,54,Population without access to electricity-National,Millions of people,Electricity,Access,Population without access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,8.1,8.14,8.23,8.2,8.23,8.27,8.24,8.37,8.45,7.82,8.61,9.08,8.24,8.94,10.43,10.46,9.29,9.26,9.23,9.22,8.36,9.21,9.2
324,Algeria,1,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.24,0.31,0.29,0.28,0.27,0.26,0.24,0.22,0.2,0.16,0.13,0.15,0.1,0.08,0.0
325,Angola,2,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,7.92,7.49,8.12,8.24,8.38,8.52,8.7,8.52,8.48,8.71,8.94,8.88,9.09,9.21,9.51,9.8,9.75,9.82,9.84,9.92,10.01,10.12,10.22
326,Benin,3,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,4.01,4.15,4.15,4.21,4.28,4.34,4.46,4.46,4.52,4.58,4.68,4.61,4.64,4.8,4.73,5.11,4.96,4.93,5.07,5.11,5.17,5.21,3.52
327,Botswana,4,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.71,0.72,0.76,0.68,0.67,0.66,0.65,0.63,0.62,0.65,0.57,0.55,0.55,0.54,0.53,0.53,0.51,0.49,0.51,0.51,0.52,0.52,0.52
328,Burkina Faso,5,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,9.32,9.52,9.72,10.0,10.14,10.36,10.59,10.84,11.1,11.2,11.58,11.8,12.12,12.45,12.25,12.95,13.15,13.43,13.67,14.07,14.3,14.56,14.54
329,Burundi,6,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,5.84,5.97,6.13,6.31,6.51,6.7,6.91,7.13,7.31,7.57,7.83,8.03,8.21,8.41,8.64,8.86,9.08,9.32,9.56,9.83,10.21,10.41,10.66
330,Cameroon,7,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,7.55,7.27,7.38,7.45,7.11,7.58,6.75,8.65,7.78,7.84,8.12,8.17,8.14,8.13,8.31,8.17,8.22,8.25,7.93,8.32,8.35,8.38,7.91
331,Cape Verde,8,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.14,0.13,0.14,0.12,0.12,0.12,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.01
332,Central African Republic,9,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,2.34,2.37,2.41,2.45,2.49,2.53,2.59,2.6,2.55,2.65,2.71,2.71,2.71,2.7,2.69,2.68,2.68,2.69,2.72,2.77,2.79,2.83,2.87
333,Chad,10,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,6.46,6.7,6.95,7.21,7.52,7.75,8.0,8.26,8.52,8.78,9.0,8.84,9.6,9.91,10.22,10.8,10.86,11.01,11.54,11.97,12.26,12.61,12.93
334,Comoros,11,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.12,0.11,0.09
335,Congo Democratic Republic,12,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,29.82,30.5,31.22,31.98,32.76,33.45,34.39,35.3,35.93,36.77,37.67,38.4,39.51,40.19,41.54,43.19,44.19,45.19,46.19,47.18,48.17,49.15,50.12
336,Congo Republic,13,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.26,1.27,1.29,1.3,1.32,1.35,1.36,1.39,1.42,1.44,1.44,1.47,1.48,1.51,1.52,1.53,1.54,1.56,1.58,1.6,1.61,1.62,1.64
337,Cote d'Ivoire,14,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,7.23,7.25,7.12,7.26,7.26,6.41,6.7,7.28,6.72,7.3,7.32,8.05,8.24,7.4,7.55,7.1,7.52,7.43,7.31,7.21,7.12,7.03,7.12
338,Djibouti,15,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.08,0.08,0.13,0.09,0.09,0.1,0.12,0.11,0.11,0.12,0.12,0.13,0.16,0.14,0.14,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.14
339,Egypt,16,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.44,1.67,1.58,0.8,1.55,0.39,0.53,1.04,0.14,0.75,0.43,0.39,0.1,0.05,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Equatorial Guinea,17,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.2,0.21,0.21,0.22,0.23,0.24,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.36,0.37,0.38,0.38
341,Eritrea,18,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,2.21,2.24,2.23,2.29,2.31,2.33,2.33,2.33,2.31,2.3,2.28,2.27,2.25,2.23,2.22,2.2,2.18,2.16,2.14,2.12,2.1,2.07,2.09
342,Eswatini,19,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.74,0.68,0.7,0.68,0.66,0.64,0.64,0.6,0.58,0.65,0.56,0.52,0.5,0.47,0.41,0.41,0.43,0.32,0.32,0.29,0.26,0.23,0.21
343,Ethiopia,20,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,55.77,57.96,59.6,60.58,61.1,64.29,62.0,62.37,62.71,62.95,63.16,66.97,63.48,63.51,69.41,68.0,55.47,57.71,57.51,55.53,53.51,51.37,52.05
344,Gabon,21,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.23,0.2,0.2,0.2,0.2,0.18,0.2,0.2,0.2,0.2,0.12,0.14,0.16,0.16,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.15,0.15
345,Gambia,22,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.52,0.59,0.59,0.66,0.59,0.66,0.6,0.6,0.6,0.6,0.57,0.57,0.57,0.55,0.57,0.57,0.57,0.66,0.55,0.55,0.59,0.6,0.6
346,Ghana,23,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,9.04,8.89,8.74,8.4,8.43,10.45,7.89,7.88,7.46,7.42,5.39,7.08,9.42,6.12,4.52,5.45,4.26,4.46,4.1,3.91,3.53,3.43,3.76
347,Guinea,24,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,6.06,6.17,6.24,6.32,6.42,6.45,6.52,6.57,6.63,6.68,6.74,6.79,7.33,6.9,6.96,7.03,7.46,7.46,6.55,7.06,7.0,6.97,7.1
348,Guinea Bissau,25,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.79,0.8,0.81,0.83,0.84,0.85,0.85,0.88,0.89,0.9,0.91,0.91,0.91,0.91,0.95,0.93,0.93,0.93,0.94,0.94,0.95,0.96,0.97
349,Kenya,26,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,23.53,23.64,23.74,25.12,23.9,23.97,24.0,24.05,24.06,27.79,29.33,24.0,23.93,23.83,25.78,24.93,20.73,19.78,17.99,14.5,14.37,12.46,13.46
350,Lesotho,27,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.47,1.5,1.47,1.51,1.49,1.46,1.48,1.42,1.39,1.4,1.47,1.38,1.44,1.33,1.33,1.28,1.23,1.29,1.01,1.1,1.07,1.03,1.04
351,Liberia,28,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.61,1.65,1.68,1.7,1.72,1.76,1.81,1.87,1.93,1.99,2.04,2.08,2.09,2.11,2.13,2.14,2.2,2.16,2.19,2.21,2.25,2.28,2.14
352,Libya,29,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.01,0.16,0.26,0.36,0.47,0.57,0.68,0.79,0.9,1.01,1.12,1.22,1.32,1.19,1.18,1.17,1.17,1.17,1.19,1.2,1.2,1.2,1.19
353,Madagascar,30,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,11.46,11.28,12.08,11.49,12.67,12.92,13.16,13.42,13.67,13.96,14.22,14.39,14.65,14.89,15.18,15.44,15.73,15.92,13.86,14.58,15.88,15.4,15.63
354,Malawi,31,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,9.65,9.85,10.08,10.42,10.48,10.84,11.38,11.43,11.75,12.06,12.31,12.78,13.31,13.4,13.56,14.21,14.37,14.94,14.06,15.66,16.16,16.21,16.6
355,Mali,32,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,7.85,8.0,8.03,8.13,8.24,8.37,8.75,8.63,8.76,8.93,9.01,9.68,9.36,9.81,9.85,9.72,9.76,9.84,8.22,9.49,9.47,9.44,9.59
356,Mauritania,33,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.63,1.63,1.67,1.7,1.72,1.79,1.77,1.79,1.81,1.84,1.89,1.92,1.96,2.0,2.02,1.97,2.0,2.01,2.05,2.07,2.11,2.08,2.1
357,Mauritius,34,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Morocco,35,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,7.49,7.13,6.75,6.35,5.69,5.57,0.96,4.72,4.29,3.85,0.97,0.93,0.87,0.68,0.76,0.87,0.63,0.0,0.53,0.15,0.0,0.0,0.0
359,Mozambique,36,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,12.79,13.13,13.49,13.73,14.11,14.43,14.74,15.22,15.44,15.8,16.28,16.23,16.85,17.12,17.51,18.21,17.88,18.31,17.98,18.9,19.4,19.94,20.07
360,Namibia,37,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.04,1.06,1.05,1.04,1.03,1.02,1.01,0.99,0.98,1.01,0.96,1.0,0.95,0.93,0.94,0.88,0.88,0.88,0.9,0.89,0.93,0.86,0.86
361,Niger,38,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,9.37,9.66,9.99,10.31,10.66,11.36,11.6,11.78,12.18,12.6,13.1,13.51,14.08,14.42,14.87,15.31,15.78,16.31,16.47,17.47,18.13,18.92,19.92
362,Nigeria,39,Population without access to electricity-Rural,Millions of people,Electricity,Access,Population without access to electricity-Rural (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,62.58,63.12,63.64,55.64,64.58,65.1,65.52,64.73,65.21,66.84,68.57,62.52,66.87,63.33,68.2,70.03,62.99,74.58,67.11,73.13,74.68,73.64,73.57
